year,age,educ,degree,sex,race,partyid,othlang,letin1a,coninc,vstrat,vpsu,wtssnrps,prez,age_c,decrease_imm
2010,69,11,0,2,1,0,1,3,22079.75,2361,1,0.831295514,1,60,0
2010,86,,0,2,1,,2,4,,2361,1,0.367446456,1,80,1
2010,54,17,4,1,3,5,1,3,112406,2361,1,1.699990912,1,50,0
2010,67,12,1,2,1,2,2,,66239.25,2361,1,0.880945816,1,60,
2010,28,15,1,2,1,3,2,3,96348,2361,2,1.395531341,1,18,0
2010,21,11,0,1,3,2,1,,112406,2361,2,3.040851651,1,18,
2010,20,12,1,2,1,2,2,3,,2361,2,0.551530213,1,18,0
2010,41,12,1,2,3,0,1,3,30108.75,2361,2,0.618683696,1,40,0
2010,29,12,1,1,2,1,2,,36130.5,2361,2,0.376531366,1,18,
2010,79,14,1,2,1,3,1,,36130.5,2361,2,0.881533499,1,70,
2010,65,12,1,1,1,0,2,,36130.5,2361,2,0.442642655,1,60,
2010,33,14,2,2,3,1,2,3,36130.5,2361,2,0.426517376,1,30,0
2010,59,18,3,2,3,1,1,4,15054.375,2361,2,0.591486967,1,50,1
2010,47,16,3,2,1,0,2,3,54195.75,2361,2,0.325204724,1,40,0
2010,80,14,2,2,3,1,1,,54195.75,2361,2,0.411212419,1,80,
2010,67,16,3,1,1,2,2,3,,2361,2,0.672934406,1,60,0
2010,71,12,1,1,1,0,2,4,30108.75,2361,2,2.359043519,1,70,1
2010,76,12,1,1,3,5,2,,19068.875,2361,2,0.734838303,1,70,
2010,49,20,4,2,1,1,2,4,66239.25,2361,2,0.325204724,1,40,1
2010,56,16,3,2,3,1,2,3,36130.5,2361,2,0.325317832,1,50,0
2010,35,12,1,1,1,1,2,3,22079.75,2361,2,0.39324351,1,30,0
2010,69,16,1,1,1,4,1,,30108.75,2361,2,0.353146829,1,60,
2010,25,14,2,2,3,2,1,1,9032.625,2361,2,1.2578144,1,18,0
2010,42,6,0,2,3,3,2,3,11039.875,2361,2,0.436406355,1,40,0
2010,23,17,1,1,3,7,1,4,22079.75,2361,2,0.481797392,1,18,1
2010,35,,1,2,3,1,1,4,26094.25,2361,2,1.058569308,1,30,1
2010,21,15,1,2,3,1,2,3,6021.75,2361,2,0.941797203,1,18,0
2010,89,13,0,2,3,2,1,5,,2361,2,0.360548319,1,80,1
2010,85,8,0,2,3,0,1,,,2361,2,0.568763871,1,80,
2010,76,18,4,2,3,0,1,2,44159.5,2361,2,0.454490142,1,70,0
2010,71,17,3,1,3,0,2,4,36130.5,2361,2,1.098273904,1,70,1
2010,31,13,1,1,3,1,1,,80290,2361,2,0.814020234,1,30,
2010,54,18,3,1,1,6,1,,80290,2362,1,0.783447616,1,50,
2010,42,14,2,1,1,5,2,5,96348,2362,1,0.941851175,1,40,1
2010,52,12,1,2,1,3,1,,152908.1861,2362,1,1.21353292,1,50,
2010,84,12,1,2,1,5,2,5,36130.5,2362,1,0.590240555,1,80,1
2010,59,20,4,2,1,0,1,5,80290,2362,1,1.474819516,1,50,1
2010,86,15,1,2,1,3,1,4,,2362,1,0.788293984,1,80,1
2010,39,14,1,1,1,3,2,5,,2362,1,0.689932674,1,30,1
2010,31,18,4,1,1,5,2,,80290,2362,1,1.849271599,1,30,
2010,43,15,3,2,1,0,1,4,36130.5,2362,1,1.058189543,1,40,1
2010,59,16,3,1,1,3,2,3,,2362,1,1.241071381,1,50,0
2010,41,13,1,1,1,5,2,4,152908.1861,2362,1,0.844113127,1,40,1
2010,18,11,0,2,1,3,1,3,,2362,1,0.73189679,1,18,0
2010,55,13,1,1,1,5,2,,54195.75,2362,1,0.900004329,1,50,
2010,52,14,1,2,1,5,2,2,66239.25,2362,1,0.536420453,1,50,0
2010,66,19,4,1,1,0,2,,66239.25,2362,1,0.586848794,1,60,
2010,80,14,2,2,1,2,2,5,26094.25,2362,1,0.590240555,1,80,1
2010,59,17,3,2,1,5,2,2,36130.5,2362,1,0.928903495,1,50,0
2010,41,13,1,2,1,5,2,,66239.25,2362,1,0.74787394,1,40,
2010,68,16,4,2,1,2,2,2,,2362,1,1.27271983,1,60,0
2010,43,16,3,1,1,4,2,,80290,2362,1,0.899485099,1,40,
2010,65,12,1,2,1,2,2,4,26094.25,2362,2,0.842876243,1,60,1
2010,47,12,1,1,1,5,2,,112406,2362,2,1.315913716,1,40,
2010,46,12,1,1,1,4,2,3,112406,2362,2,0.666895977,1,40,0
2010,80,16,3,1,1,6,2,5,44159.5,2362,2,0.602217592,1,80,1
2010,83,12,1,2,1,5,1,5,,2362,2,0.842876243,1,80,1
2010,57,11,0,1,1,2,2,,36130.5,2362,2,1.102533019,1,50,
2010,61,16,4,1,1,3,2,2,152908.1861,2362,2,1.058771644,1,60,0
2010,88,14,1,2,1,2,2,2,19068.875,2362,2,0.605698179,1,80,0
2010,20,10,0,1,1,3,2,,26094.25,2362,2,3.111607896,1,18,
2010,62,12,1,2,1,4,1,4,26094.25,2362,2,0.550468599,1,60,1
2010,60,18,4,2,1,2,1,4,36130.5,2362,2,0.479179153,1,60,1
2010,57,12,1,1,1,2,2,,44159.5,2362,2,1.385361389,1,50,
2010,65,16,3,1,1,3,1,3,30108.75,2362,2,0.602217592,1,60,0
2010,49,12,1,1,1,3,2,3,54195.75,2362,2,2.042881201,1,40,0
2010,32,15,2,1,1,1,2,,36130.5,2362,2,0.683978684,1,30,
2010,52,12,1,2,1,0,2,3,66239.25,2362,2,0.945387581,1,50,0
2010,85,11,0,2,1,1,2,5,,2362,2,1.315503239,1,80,1
2010,39,12,1,1,1,5,2,4,22079.75,2362,2,0.48630086,1,30,1
2010,75,12,1,2,1,5,2,4,30108.75,2362,2,1.79526591,1,70,1
2010,37,12,1,2,1,4,2,4,44159.5,2362,2,1.5013403,1,30,1
2010,52,12,1,2,1,2,2,5,66239.25,2362,2,0.770126542,1,50,1
2010,29,14,1,2,1,6,2,2,30108.75,2362,2,0.551163662,1,18,0
2010,82,15,3,2,1,6,2,4,,2362,2,0.417186546,1,80,1
2010,33,12,1,1,1,1,2,,54195.75,2362,2,0.948710938,1,30,
2010,43,12,1,2,1,1,2,4,80290,2362,2,1.296338757,1,40,1
2010,60,12,1,1,1,0,2,,36130.5,2362,2,0.497477012,1,60,
2010,45,13,1,1,1,4,2,4,26094.25,2362,2,0.527675292,1,40,1
2010,63,14,1,2,1,0,2,3,26094.25,2362,2,0.765624243,1,60,0
2010,44,11,0,1,1,3,2,3,9032.625,2362,2,0.600943707,1,40,0
2010,43,16,3,1,1,6,2,,80290,2363,1,3.268328808,1,40,
2010,30,20,4,2,1,6,1,2,80290,2363,1,1.097410564,1,30,0
2010,60,20,4,2,1,2,2,3,112406,2363,1,1.440411542,1,60,0
2010,47,16,3,1,1,4,2,3,152908.1861,2363,1,0.828089884,1,40,0
2010,28,19,4,2,1,5,2,2,9032.625,2363,1,0.755703808,1,18,0
2010,25,16,3,1,1,5,2,4,54195.75,2363,1,0.60150597,1,18,1
2010,62,16,3,1,1,6,1,3,22079.75,2363,1,0.773282515,1,60,0
2010,49,12,1,2,1,3,2,,22079.75,2363,1,1.110626411,1,40,
2010,26,19,3,1,1,1,1,3,36130.5,2363,1,1.525442779,1,18,0
2010,56,18,4,1,2,0,2,5,96348,2363,1,0.827276507,1,50,1
2010,24,14,1,2,1,1,1,3,7226.1,2363,1,0.65002054,1,18,0
2010,41,13,1,1,1,3,2,3,,2363,1,1.268527253,1,40,0
2010,69,16,3,2,1,0,1,3,30108.75,2363,1,0.551602248,1,60,0
2010,52,12,1,2,1,5,2,,54195.75,2363,1,0.780453275,1,50,
2010,51,15,1,2,1,4,2,3,112406,2363,1,1.875590445,1,50,0
2010,56,12,1,2,1,6,2,5,54195.75,2363,1,1.654707472,1,50,1
2010,69,16,3,1,1,4,1,,,2363,1,0.824913079,1,60,
2010,60,16,3,2,1,6,2,4,112406,2363,1,0.921700963,1,60,1
2010,67,16,3,2,1,2,1,2,36130.5,2363,1,0.551602248,1,60,0
2010,57,20,4,2,1,3,1,3,152908.1861,2363,1,1.464420648,1,50,0
2010,23,13,1,1,1,0,2,2,152908.1861,2363,1,3.584634548,1,18,0
2010,58,15,1,1,1,4,2,,54195.75,2363,1,1.756764412,1,50,
2010,35,13,1,2,1,3,1,3,96348,2363,2,0.712255191,1,30,0
2010,59,15,2,2,1,5,2,,44159.5,2363,2,0.89964639,1,50,
2010,35,14,2,2,1,1,2,,44159.5,2363,2,0.955946648,1,30,
2010,39,14,1,1,1,1,2,3,44159.5,2363,2,0.854365898,1,30,0
2010,55,12,1,2,1,4,2,5,66239.25,2363,2,0.781954538,1,50,1
2010,69,11,0,1,1,1,1,3,36130.5,2363,2,0.765844488,1,60,0
2010,31,14,2,2,1,1,1,3,15054.375,2363,2,0.483689379,1,30,0
2010,60,10,0,2,1,1,1,,5218.85,2363,2,0.403782486,1,60,
2010,38,20,4,2,3,0,1,5,401.45,2363,2,1.256696015,1,30,1
2010,48,17,3,2,1,0,2,2,112406,2363,2,0.384362216,1,40,0
2010,40,18,4,2,1,4,2,,80290,2363,2,1.118742507,1,40,
2010,29,14,2,2,1,2,2,4,15054.375,2363,2,0.74590554,1,18,1
2010,70,12,1,1,3,1,1,5,9032.625,2363,2,0.61411614,1,70,1
2010,30,12,1,2,1,1,2,,17061.625,2363,2,0.879435235,1,30,
2010,37,14,2,2,1,2,2,5,13047.125,2363,2,0.483689379,1,30,1
2010,64,13,1,2,1,0,1,5,96348,2363,2,1.654091666,1,60,1
2010,30,17,4,2,1,5,2,4,36130.5,2363,2,0.421048298,1,30,1
2010,58,17,4,1,1,3,2,,112406,2363,2,0.722668568,1,50,
2010,41,13,1,2,1,5,2,,54195.75,2363,2,0.689854661,1,40,
2010,72,12,1,2,1,3,2,5,22079.75,2363,2,1.37689751,1,70,1
2010,50,14,1,2,1,6,2,3,44159.5,2363,2,0.869779156,1,50,0
2010,83,12,1,1,1,5,2,3,26094.25,2363,2,0.621856322,1,80,0
2010,82,16,3,1,1,6,2,3,30108.75,2363,2,0.541321677,1,80,0
2010,47,17,3,2,1,3,2,4,80290,2364,1,2.648478126,1,40,1
2010,50,13,1,2,1,5,2,,19068.875,2364,1,0.761949844,1,50,
2010,38,12,1,2,1,5,2,3,80290,2364,1,1.166669803,1,30,0
2010,88,7,0,1,1,5,2,4,44159.5,2364,1,1.664241972,1,80,1
2010,59,12,1,2,1,4,2,,,2364,1,0.880339837,1,50,
2010,51,12,1,1,1,3,2,5,36130.5,2364,1,0.861364135,1,50,1
2010,27,12,1,2,1,4,2,5,19068.875,2364,1,1.430709281,1,18,1
2010,19,12,1,2,1,5,1,3,66239.25,2364,1,1.207704558,1,18,0
2010,40,16,4,2,1,1,1,5,19068.875,2364,1,0.519129284,1,40,1
2010,56,12,1,1,1,3,2,,9032.625,2364,1,0.642167359,1,50,
2010,56,12,1,1,1,5,2,5,26094.25,2364,1,1.167577016,1,50,1
2010,77,12,1,1,1,3,2,,26094.25,2364,1,0.706597253,1,70,
2010,63,9,0,1,1,0,2,4,26094.25,2364,1,1.868316214,1,60,1
2010,57,14,1,2,1,3,2,4,15054.375,2364,2,1.723569994,1,50,1
2010,72,12,1,1,1,1,2,5,36130.5,2364,2,2.178874559,1,70,1
2010,51,12,1,1,1,3,2,,44159.5,2364,2,0.850228329,1,50,
2010,46,12,1,2,1,6,2,,9032.625,2364,2,2.189531804,1,40,
2010,78,12,1,2,1,6,2,3,,2364,2,0.71589236,1,70,0
2010,30,14,1,2,1,5,1,,9032.625,2364,2,0.826503914,1,30,
2010,74,12,1,2,1,3,2,,19068.875,2364,2,2.736909717,1,70,
2010,42,12,1,1,1,6,2,5,66239.25,2365,1,0.889002434,1,40,1
2010,61,12,1,1,1,4,1,4,66239.25,2365,1,1.015640061,1,60,1
2010,37,12,1,1,1,5,2,5,22079.75,2365,1,0.842423776,1,30,1
2010,76,20,4,1,1,1,2,4,66239.25,2365,1,1.480654448,1,70,1
2010,50,12,1,2,1,1,2,5,19068.875,2365,1,0.564946893,1,50,1
2010,82,12,1,1,1,5,2,,13047.125,2365,1,0.710007845,1,80,
2010,47,16,3,2,1,5,2,4,36130.5,2365,1,0.521635009,1,40,1
2010,48,16,3,2,1,2,2,4,36130.5,2365,1,1.267373733,1,40,1
2010,52,12,1,1,1,0,2,5,6021.75,2365,1,3.972306673,1,50,1
2010,75,10,1,2,1,1,2,,11039.875,2365,1,0.621629108,1,70,
2010,82,8,0,2,1,0,2,5,5218.85,2365,1,0.545040276,1,80,1
2010,34,16,3,2,1,5,2,,36130.5,2365,1,0.721801639,1,30,
2010,54,14,1,2,1,4,2,2,4415.95,2365,1,1.097325422,1,50,0
2010,25,14,2,2,1,2,2,3,26094.25,2365,1,0.790688253,1,18,0
2010,39,11,1,2,1,2,2,,36130.5,2365,1,0.867778014,1,30,
2010,46,8,0,1,1,5,2,3,44159.5,2365,1,0.844458154,1,40,0
2010,42,12,1,2,1,7,1,5,36130.5,2365,1,0.9586084,1,40,1
2010,58,16,3,1,1,6,2,5,36130.5,2365,1,0.758593069,1,50,1
2010,51,14,2,2,1,6,2,,96348,2365,1,1.531255222,1,50,
2010,50,14,2,2,1,2,2,3,44159.5,2365,2,1.169054348,1,50,0
2010,50,9,1,2,1,3,2,,54195.75,2365,2,2.157667214,1,50,
2010,37,11,0,2,1,4,2,5,30108.75,2365,2,0.349946084,1,30,1
2010,75,11,0,2,1,5,2,5,9032.625,2365,2,0.337388776,1,70,1
2010,61,8,0,2,1,3,2,5,9032.625,2365,2,0.306624542,1,60,1
2010,29,11,0,2,1,1,2,,401.45,2365,2,0.603690622,1,18,
2010,37,13,1,2,1,0,1,4,26094.25,2365,2,0.269595816,1,30,1
2010,54,9,1,2,1,1,2,3,36130.5,2365,2,0.791848636,1,50,0
2010,24,11,0,1,1,1,1,5,44159.5,2365,2,0.933040563,1,18,1
2010,32,12,1,2,1,3,2,3,54195.75,2365,2,2.702669346,1,30,0
2010,30,16,3,1,1,5,2,,66239.25,2365,2,0.485638098,1,30,
2010,78,13,1,1,1,0,2,4,36130.5,2365,2,0.649344467,1,70,1
2010,19,12,1,1,1,3,2,3,,2365,2,2.29241718,1,18,0
2010,45,9,0,1,1,3,2,5,19068.875,2365,2,0.522733302,1,40,1
2010,61,16,1,1,1,6,2,5,54195.75,2365,2,1.088928399,1,60,1
2010,67,9,0,2,1,2,2,3,4415.95,2365,2,0.337388776,1,60,0
2010,50,12,1,1,1,0,2,,,2365,2,0.417699708,1,50,
2010,35,17,3,2,1,6,2,5,66239.25,2365,2,0.500594913,1,30,1
2010,50,12,1,1,1,2,2,,11039.875,2365,2,0.726237675,1,50,
2010,41,12,0,1,1,0,2,4,19068.875,2365,2,0.482505467,1,40,1
2010,57,12,1,2,1,3,2,3,,2365,2,1.389651285,1,50,0
2010,60,12,1,1,1,5,2,,,2365,2,0.81262731,1,60,
2010,30,8,0,2,1,3,2,,,2365,2,0.863803948,1,30,
2010,39,12,1,1,1,4,2,5,30108.75,2366,1,1.393418889,1,30,1
2010,82,9,0,2,1,7,2,5,,2366,1,0.692636726,1,80,1
2010,43,12,1,1,3,0,1,4,30108.75,2366,1,0.65572131,1,40,1
2010,73,12,1,2,1,6,2,4,36130.5,2366,1,1.099298935,1,70,1
2010,82,16,3,1,1,4,2,5,112406,2366,1,0.638231277,1,80,1
2010,70,16,3,2,1,4,2,,36130.5,2366,1,0.688120877,1,70,
2010,46,20,3,1,1,4,2,4,66239.25,2366,1,0.416426296,1,40,1
2010,89,9,0,1,1,6,2,,22079.75,2366,1,0.569705442,1,80,
2010,57,18,4,1,1,5,2,5,96348,2366,1,0.684036853,1,50,1
2010,62,17,3,2,1,4,2,,80290,2366,1,0.698737128,1,60,
2010,41,17,3,2,1,1,2,4,36130.5,2366,1,0.364591333,1,40,1
2010,57,12,1,2,1,0,2,4,26094.25,2366,1,1.153481858,1,50,1
2010,76,12,1,1,1,3,2,4,9032.625,2366,1,0.496252556,1,70,1
2010,38,16,1,1,1,5,2,,54195.75,2366,1,0.629919364,1,30,
2010,69,8,0,1,1,3,2,4,11039.875,2366,1,0.435110947,1,60,1
2010,60,12,1,1,1,5,2,3,36130.5,2366,1,1.364806751,1,60,0
2010,66,12,0,1,1,,2,5,13047.125,2366,1,2.388636551,1,60,1
2010,34,12,1,1,1,2,2,5,30108.75,2366,2,0.642842295,1,30,1
2010,35,12,1,2,1,1,2,4,13047.125,2366,2,1.901277835,1,30,1
2010,42,14,2,1,1,6,2,5,66239.25,2366,2,1.381674145,1,40,1
2010,37,11,1,1,2,1,2,,54195.75,2366,2,0.738763677,1,30,
2010,23,12,1,2,1,3,2,3,1605.8,2366,2,0.938231396,1,18,0
2010,33,20,4,1,1,1,2,,30108.75,2366,2,0.361846403,1,30,
2010,62,13,1,1,1,4,2,3,,2366,2,1.347098279,1,60,0
2010,52,12,1,1,1,3,2,5,9032.625,2366,2,0.425232916,1,50,1
2010,58,18,4,2,2,0,2,5,80290,2366,2,0.42470648,1,50,1
2010,49,11,0,1,2,1,2,,4415.95,2366,2,0.406134025,1,40,
2010,26,14,1,1,2,1,2,3,54195.75,2366,2,1.349046719,1,18,0
2010,47,11,0,2,2,3,2,3,9032.625,2366,2,0.28712271,1,40,0
2010,32,10,0,2,1,3,1,3,19068.875,2366,2,0.788579149,1,30,0
2010,42,12,1,1,2,0,2,,26094.25,2366,2,0.738025577,1,40,
2010,30,12,1,2,3,3,2,1,,2366,2,1.018934409,1,30,0
2010,45,12,1,2,1,0,2,,11039.875,2367,1,1.282979652,1,40,
2010,61,10,0,2,1,3,2,5,19068.875,2367,1,0.668571252,1,60,1
2010,26,15,2,1,1,3,2,3,66239.25,2367,1,0.942428631,1,18,0
2010,68,11,0,2,1,4,2,5,17061.625,2367,1,1.54883408,1,60,1
2010,57,13,1,1,1,5,2,5,19068.875,2367,1,0.398781547,1,50,1
2010,36,14,1,1,1,3,2,,36130.5,2367,1,0.788770349,1,30,
2010,67,12,1,2,1,6,2,5,54195.75,2367,1,0.779055863,1,60,1
2010,45,12,1,2,1,2,2,3,44159.5,2367,1,2.049469542,1,40,0
2010,42,12,1,2,1,3,2,5,36130.5,2367,1,1.077144989,1,40,1
2010,35,12,1,2,2,3,1,,26094.25,2367,1,0.283019754,1,30,
2010,37,12,1,1,1,4,2,4,44159.5,2367,1,0.989048634,1,30,1
2010,69,12,1,2,1,1,2,2,54195.75,2367,1,0.384173113,1,60,0
2010,61,14,2,1,1,3,2,5,30108.75,2367,1,0.538566245,1,60,1
2010,65,8,0,2,1,5,2,5,30108.75,2367,1,0.421409453,1,60,1
2010,52,10,1,1,1,2,2,4,44159.5,2367,1,0.694816544,1,50,1
2010,67,16,3,2,1,5,2,,30108.75,2367,1,0.334420068,1,60,
2010,62,14,2,1,1,6,2,5,54195.75,2367,1,3.506589713,1,60,1
2010,38,13,1,1,1,5,2,,44159.5,2367,1,0.556981761,1,30,
2010,60,10,1,1,2,2,2,3,44159.5,2367,1,0.76950385,1,60,0
2010,45,11,0,1,1,2,2,5,9032.625,2367,1,0.700735634,1,40,1
2010,57,12,1,1,1,7,2,,80290,2367,1,0.608165413,1,50,
2010,62,0,0,1,1,3,2,5,,2367,2,1.909864304,1,60,1
2010,40,12,1,2,1,2,2,,17061.625,2367,2,0.556127587,1,40,
2010,87,11,0,2,1,3,2,4,,2367,2,0.535525165,1,80,1
2010,65,12,0,2,1,1,2,,11039.875,2367,2,0.384833029,1,60,
2010,89,8,0,1,1,3,2,5,,2367,2,0.767641156,1,80,1
2010,62,16,3,1,1,1,2,4,13047.125,2367,2,0.39659619,1,60,1
2010,87,8,0,2,1,5,2,,,2367,2,0.699696416,1,80,
2010,29,11,0,1,2,0,1,3,54195.75,2367,2,1.043792233,1,18,0
2010,40,14,2,2,1,5,2,4,54195.75,2367,2,0.769276419,1,40,1
2010,36,13,1,2,1,3,1,3,54195.75,2367,2,0.461260341,1,30,0
2010,61,12,1,1,1,2,2,5,,2367,2,0.615300472,1,60,1
2010,24,12,1,1,1,3,2,,13047.125,2367,2,0.90933531,1,18,
2010,67,12,1,2,1,5,2,4,13047.125,2367,2,0.438909605,1,60,1
2010,42,16,3,1,1,6,1,3,66239.25,2367,2,1.288627199,1,40,0
2010,54,13,1,1,1,1,2,4,,2367,2,0.455599431,1,50,1
2010,45,13,1,2,1,5,2,,66239.25,2367,2,1.330176649,1,40,
2010,39,12,1,1,1,4,2,5,54195.75,2367,2,1.753130213,1,30,1
2010,64,12,1,2,1,4,2,5,54195.75,2367,2,1.653020845,1,60,1
2010,38,14,1,2,1,3,2,4,,2367,2,1.123723956,1,30,1
2010,54,11,0,1,1,5,2,5,30108.75,2367,2,0.696010069,1,50,1
2010,21,12,1,1,1,3,2,,,2367,2,1.564489299,1,18,
2010,37,15,1,1,1,5,2,1,54195.75,2367,2,1.252270217,1,30,0
2010,32,12,0,2,1,3,2,5,17061.625,2367,2,1.771574405,1,30,1
2010,77,12,1,2,1,3,2,,9032.625,2367,2,0.438909605,1,70,
2010,53,12,1,2,1,6,2,4,36130.5,2368,1,0.87229857,1,50,1
2010,46,16,3,1,1,5,2,,152908.1861,2368,1,2.524267649,1,40,
2010,31,12,1,2,1,2,2,3,7226.1,2368,1,0.539572997,1,30,0
2010,48,12,1,2,1,2,2,5,44159.5,2368,1,1.265680902,1,40,1
2010,33,16,3,2,1,1,2,,80290,2368,1,1.879167754,1,30,
2010,54,13,1,2,1,5,2,5,96348,2368,1,1.014859495,1,50,1
2010,50,12,1,2,1,2,2,,152908.1861,2368,1,0.748045733,1,50,
2010,39,20,4,2,1,2,2,3,96348,2368,1,0.997045752,1,30,0
2010,46,18,4,2,1,5,2,,96348,2368,1,0.669894826,1,40,
2010,60,12,1,2,1,3,2,5,36130.5,2368,1,1.895944087,1,60,1
2010,55,12,0,1,2,1,2,4,9032.625,2368,2,0.280536192,1,50,1
2010,35,12,1,2,2,0,2,,2810.15,2368,2,0.27383683,1,30,
2010,48,12,1,2,2,0,2,2,4415.95,2368,2,0.297134842,1,40,0
2010,30,20,3,2,2,1,2,4,26094.25,2368,2,0.238373089,1,30,1
2010,62,11,0,2,2,2,2,2,11039.875,2368,2,0.245616248,1,60,0
2010,57,16,3,2,2,1,2,3,44159.5,2368,2,0.385364919,1,50,0
2010,54,10,0,2,2,1,2,3,5218.85,2368,2,0.245616248,1,50,0
2010,63,10,0,2,1,,2,5,,2368,2,0.520655039,1,60,1
2010,55,8,0,2,1,2,2,,26094.25,2368,2,0.538533745,1,50,
2010,69,5,0,1,2,1,2,4,4415.95,2368,2,0.308682931,1,60,1
2010,41,14,1,1,1,3,2,5,80290,2368,2,0.742989428,1,40,1
2010,58,12,1,2,1,0,2,,54195.75,2368,2,0.457813211,1,50,
2010,34,13,1,2,1,6,2,,54195.75,2368,2,1.270003864,1,30,
2010,32,12,1,2,1,1,2,,401.45,2368,2,0.550375544,1,30,
2010,49,12,1,1,1,5,2,,44159.5,2368,2,1.345928442,1,40,
2010,65,14,2,2,1,0,2,5,54195.75,2368,2,0.940038068,1,60,1
2010,55,16,3,1,1,1,2,,,2368,2,1.832036378,1,50,
2010,56,17,3,2,1,1,2,4,13047.125,2368,2,1.723574984,1,50,1
2010,58,12,1,2,1,0,2,5,26094.25,2368,2,1.013443666,1,50,1
2010,63,18,4,2,1,4,2,3,80290,2368,2,0.516913872,1,60,0
2010,63,14,1,1,1,1,2,3,17061.625,2368,2,0.70153198,1,60,0
2010,74,16,3,2,1,7,2,,19068.875,2368,2,0.323569398,1,70,
2010,84,7,0,1,2,3,2,2,22079.75,2368,2,0.482263874,1,80,0
2010,70,12,1,2,1,1,2,,13047.125,2368,2,0.675832988,1,70,
2010,46,16,3,1,1,,2,,,2368,2,1.175940396,1,40,
2010,25,13,1,2,2,1,2,3,13047.125,2368,2,0.316191342,1,18,0
2010,20,13,1,2,2,0,1,4,2810.15,2368,2,0.290613537,1,18,1
2010,68,12,1,2,1,3,2,3,11039.875,2368,2,0.901110651,1,60,0
2010,31,7,0,1,2,3,2,,401.45,2368,2,0.27423376,1,30,
2010,55,14,1,1,2,0,2,,11039.875,2368,2,0.31995702,1,50,
2010,69,11,0,1,2,0,2,,26094.25,2368,2,0.542865836,1,60,
2010,30,8,0,1,2,1,2,,401.45,2368,2,0.27423376,1,30,
2010,20,12,1,2,2,1,2,3,401.45,2368,2,0.316191342,1,18,0
2010,59,12,1,2,2,0,2,,11039.875,2368,2,0.28013014,1,50,
2010,59,16,3,2,2,0,2,5,13047.125,2368,2,0.645996431,1,50,1
2010,47,12,1,2,2,0,2,4,13047.125,2368,2,0.297134842,1,40,1
2010,21,15,1,2,2,3,2,4,401.45,2368,2,0.474287013,1,18,1
2010,59,11,0,2,2,3,2,5,13047.125,2368,2,0.736848743,1,50,1
2010,22,9,1,1,2,1,1,2,13047.125,2368,2,0.571432983,1,18,0
2010,79,13,1,2,1,0,2,4,,2368,2,0.920747346,1,70,1
2010,36,12,1,2,1,7,2,,30108.75,2369,1,0.853991342,1,30,
2010,65,10,1,2,1,5,2,5,6021.75,2369,1,0.340255213,1,60,1
2010,58,12,1,2,1,5,2,5,17061.625,2369,1,0.615149923,1,50,1
2010,76,16,3,2,1,4,2,5,36130.5,2369,1,0.296189837,1,70,1
2010,70,12,1,2,1,0,2,5,17061.625,2369,1,0.425681564,1,70,1
2010,50,12,1,1,1,3,2,,9032.625,2369,1,0.718559647,1,50,
2010,32,9,0,1,1,5,2,,30108.75,2369,1,0.432529815,1,30,
2010,55,13,1,1,1,4,2,,22079.75,2369,1,1.077839471,1,50,
2010,51,10,0,1,1,2,2,5,13047.125,2369,1,0.792804016,1,50,1
2010,53,18,4,2,1,2,2,,19068.875,2369,1,0.476400346,1,50,
2010,66,14,2,1,1,1,2,4,66239.25,2369,1,1.234036515,1,60,1
2010,67,13,1,2,1,0,2,3,44159.5,2369,1,0.473491659,1,60,0
2010,89,12,1,1,1,0,2,,9032.625,2369,1,3.730243495,1,80,
2010,43,14,2,2,2,0,2,3,26094.25,2369,1,0.460331535,1,40,0
2010,45,13,2,2,2,0,2,5,26094.25,2369,1,0.543984203,1,40,1
2010,25,12,1,2,2,1,2,,7226.1,2369,1,0.289436092,1,18,
2010,38,14,2,2,1,1,2,5,26094.25,2369,1,0.238388093,1,30,1
2010,53,12,0,1,2,6,2,,9032.625,2369,1,0.466905425,1,50,
2010,54,13,1,2,2,1,2,5,36130.5,2369,1,0.809898759,1,50,1
2010,68,12,1,2,2,1,2,2,13047.125,2369,1,0.282154037,1,60,0
2010,19,13,1,1,2,5,2,,13047.125,2369,1,2.163342795,1,18,
2010,53,12,1,1,2,5,2,5,17061.625,2369,1,0.798458256,1,50,1
2010,53,12,1,2,1,5,2,5,401.45,2369,2,1.943387822,1,50,1
2010,41,12,1,1,2,0,2,3,26094.25,2369,2,0.70146558,1,40,0
2010,59,16,4,2,1,4,2,4,44159.5,2369,2,0.465219099,1,50,1
2010,35,9,1,1,2,3,2,,2810.15,2369,2,1.729119032,1,30,
2010,65,9,0,1,1,0,2,,9032.625,2369,2,1.60847143,1,60,
2010,27,15,2,2,2,0,2,3,7226.1,2369,2,0.413334981,1,18,0
2010,44,14,2,2,1,4,2,,9032.625,2369,2,1.850245351,1,40,
2010,51,14,2,1,2,0,2,5,,2369,2,1.134539506,1,50,1
2010,62,9,0,1,2,3,2,,,2369,2,0.44381575,1,60,
2010,26,12,1,2,2,3,2,3,22079.75,2369,2,0.909496637,1,18,0
2010,26,12,1,2,1,3,1,,17061.625,2369,2,0.603229131,1,18,
2010,23,9,0,2,2,3,2,,401.45,2369,2,0.438592338,1,18,
2010,27,16,1,2,2,0,2,4,19068.875,2369,2,0.907388409,1,18,1
2010,27,15,1,1,2,1,2,,13047.125,2369,2,1.42856076,1,18,
